% f evaluations | g evaluations | best noise-free fitness - Fopt (-9.210000000000e+00) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.899082053e+02 +7.806982053e+02 +7.806982053e+02
2 0 +6.733439496e+02 +6.641339496e+02 +6.641339496e+02
3 0 +6.276727928e+02 +6.184627928e+02 +6.184627928e+02
27 0 +6.086745676e+02 +5.994645676e+02 +5.994645676e+02
32 0 +5.756245442e+02 +5.664145442e+02 +5.664145442e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt (6.559900000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.899082053e+02 +1.445898205e+03 +1.445898205e+03
2 0 +7.715079376e+02 +1.427497938e+03 +1.427497938e+03
5 0 +7.015519625e+02 +1.357541962e+03 +1.357541962e+03
8 0 +6.616606658e+02 +1.317650666e+03 +1.317650666e+03
14 0 +6.511131891e+02 +1.307103189e+03 +1.307103189e+03
39 0 +6.187064204e+02 +1.274696420e+03 +1.274696420e+03
% f evaluations | g evaluations | best noise-free fitness - Fopt (6.671000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.899082053e+02 +8.566182053e+02 +8.566182053e+02
2 0 +7.144120994e+02 +7.811220994e+02 +7.811220994e+02
10 0 +6.739201637e+02 +7.406301637e+02 +7.406301637e+02
32 0 +6.478467430e+02 +7.145567430e+02 +7.145567430e+02
48 0 +6.029068697e+02 +6.696168697e+02 +6.696168697e+02
56 0 +5.695905497e+02 +6.363005497e+02 +6.363005497e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt (9.416700000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.899082053e+02 +1.731578205e+03 +1.731578205e+03
3 0 +7.266099213e+02 +1.668279921e+03 +1.668279921e+03
5 0 +7.113389973e+02 +1.653008997e+03 +1.653008997e+03
9 0 +6.874933202e+02 +1.629163320e+03 +1.629163320e+03
22 0 +6.746299180e+02 +1.616299918e+03 +1.616299918e+03
65 0 +6.155809660e+02 +1.557250966e+03 +1.557250966e+03
% f evaluations | g evaluations | best noise-free fitness - Fopt (-3.745000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.899082053e+02 +7.524582053e+02 +7.524582053e+02
5 0 +7.707734020e+02 +7.333234020e+02 +7.333234020e+02
10 0 +7.147015374e+02 +6.772515374e+02 +6.772515374e+02
16 0 +7.036183004e+02 +6.661683004e+02 +6.661683004e+02
23 0 +5.955833359e+02 +5.581333359e+02 +5.581333359e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt (-6.639000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.899082053e+02 +7.235182053e+02 +7.235182053e+02
3 0 +6.152100794e+02 +5.488200794e+02 +5.488200794e+02
30 0 +5.805767130e+02 +5.141867130e+02 +5.141867130e+02
38 0 +5.743310810e+02 +5.079410810e+02 +5.079410810e+02
58 0 +5.475238126e+02 +4.811338126e+02 +4.811338126e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt (-2.260100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.899082053e+02 +5.638982053e+02 +5.638982053e+02
