% f evaluations | g evaluations | best noise-free fitness - Fopt (-6.211100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.288577618e+08 +4.288571407e+08 +4.288571407e+08 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
6 0 +3.808871450e+08 +3.808865239e+08 +3.808865239e+08 -6.5633e-02 +2.6646e+00 -3.5359e+00 -3.2802e+00 -2.2350e+00 -4.5847e-02 -4.9699e+00 -9.8285e-01 -1.9913e+00 +3.6803e+00 +4.3339e+00 +1.5323e+00 +2.5626e+00 +5.9322e-01 +2.3044e+00 -1.3670e+00 -2.1952e-01 -3.3052e+00 -1.8268e+00 -1.4690e+00
17 0 +1.931890458e+08 +1.931884247e+08 +1.931884247e+08 -2.2428e+00 -4.2215e+00 -1.1765e-01 -4.5119e+00 -2.0910e+00 +4.3064e-01 -4.8734e+00 +3.9860e+00 +2.5654e+00 +4.2995e+00 -3.8303e-01 +4.0799e+00 +1.9495e+00 +2.2933e+00 +3.3311e+00 -2.7278e+00 +2.0643e+00 -3.0870e+00 -3.9737e+00 +3.4670e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-2.548200000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.098664382e+08 +6.098661834e+08 +6.098661834e+08 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
15 0 +4.391219706e+08 +4.391217158e+08 +4.391217158e+08 +3.6391e+00 +4.3961e+00 -3.9564e+00 -1.5766e+00 -1.6134e+00 +1.2991e+00 -4.1295e+00 -1.8039e+00 +3.0352e+00 +1.6061e+00 +4.5608e+00 +4.4745e+00 +3.3171e+00 +1.7388e+00 -3.0881e+00 -1.7524e+00 -3.0299e+00 -2.2865e+00 -2.4995e+00 +4.2318e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (5.661000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.859133070e+08 +2.859133636e+08 +2.859133636e+08 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
26 0 +2.457317682e+08 +2.457318248e+08 +2.457318248e+08 +9.6408e-01 -3.5981e+00 +1.8639e+00 +3.5543e+00 -4.4756e+00 -2.4908e+00 -1.5459e+00 -3.1086e+00 +3.6950e+00 +4.0843e+00 +4.2087e+00 +4.0982e+00 -1.5144e+00 +3.6177e+00 -4.6719e-01 +4.3660e+00 -1.2008e+00 +2.2284e+00 +3.1362e+00 -2.3923e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.810000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
